,lemmes,pos
73,"['martèlement', 'permanent', 'angoisse', 'interdiction', 'dûs', 'confinemer', ""n'"", 'arrange', 'choser', 'de', 'autant', 'comprenon', 'le', 'interdiction', 'faire', 'profiter', 'le', 'immense', 'plage', 'baul', 'plus', 'immense', 'maré', 'bas', '..', 'groupe', '2', 'adulte', 'éventuellemer', 'deux', 'enfant', '....', 'déconfinemer', 'rendre', 'chez', 'spécialiste', 'opération', 'repousser', '.....']","['NOUN', 'ADJ', 'NOUN', 'ADJ', 'PRON', 'VERB', 'ADV', 'NOUN', 'VERB', 'ADP', 'ADV', 'NOUN', 'DET', 'NOUN', 'VERB', 'VERB', 'DET', 'NOUN', 'NOUN', 'ADJ', 'ADV', 'ADJ', 'ADJ', 'ADJ', 'PUNCT', 'NOUN', 'NUM', 'NOUN', 'VERB', 'NUM', 'NOUN', 'PUNCT', 'VERB', 'VERB', 'ADP', 'ADJ', 'NOUN', 'ADJ', 'PUNCT']"
74,"['lui', 'concerner', 'le', 'avenir', 'déconfinement', 'risque', '2èm', 'vague', 'prolongation', 'mesure', 'protection', 'associer', 'difficulté', ""qu'"", 'avoir', 'certain', 'personne', 'respecter']","['PRON', 'VERB', 'DET', 'NOUN', 'ADV', 'VERB', 'ADJ', 'NOUN', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'NOUN', 'PRON', 'AUX', 'DET', 'NOUN', 'VERB']"
75,"['que', 'crise', 'long']","['SCONJ', 'NOUN', 'ADJ']"
76,"['possibilité', 'de', 'un', '2èm', 'vague', 'contamination', 'confinemer', 'prolonger']","['NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'NOUN', 'VERB', 'VERB']"
77,"['pas', ""d'"", 'inquiétude', 'réel', 'je', 'avoir', 'confiance', 'gouvernement']","['ADV', 'DET', 'NOUN', 'ADJ', 'PRON', 'VERB', 'NOUN', 'NOUN']"
78,"['le', 'risque', 'de', 'attraper', 'virus', ""n'"", 'importe', 'le', 'ennemi', 'invisible']","['DET', 'NOUN', 'ADP', 'VERB', 'NOUN', 'ADV', 'VERB', 'DET', 'NOUN', 'ADJ']"
79,"['lui', 'autre', 'je', ""n'"", 'avoir', 'mari', 'battr', '5', 'enfant', 'ds', 'pièce', '9m2']","['PRON', 'ADJ', 'PRON', 'ADV', 'AUX', 'NOUN', 'ADJ', 'NUM', 'NOUN', 'ADP', 'NOUN', 'VERB']"
80,"['1-la', 'remettre', 'cause', 'connaissance', 'virologie', 'absenc', 'actuel', 'possibilité', 'définir', 'stratégie', 'prise', 'charg', '2-', 'le', 'réaction', 'certains', 'politique', 'face', 'le', 'allongement', 'le', 'espérance', 'vi']","['NOUN', 'ADJ', 'NOUN', 'NOUN', 'NOUN', 'ADJ', 'ADJ', 'NOUN', 'VERB', 'NOUN', 'NOUN', 'ADJ', 'NUM', 'DET', 'NOUN', 'PRON', 'ADJ', 'NOUN', 'DET', 'NOUN', 'DET', 'NOUN', 'ADJ']"
81,"['si', 'je', 'avoir', 'covid', 'crain', 'le', 'insuffisance', 'respiratoire', 'contaminer', 'conjoindre', 'dont', 'le', 'immunité', 'faible']","['SCONJ', 'PRON', 'AUX', 'ADJ', 'ADJ', 'DET', 'NOUN', 'ADJ', 'VERB', 'VERB', 'PRON', 'DET', 'NOUN', 'ADJ']"
82,"['le', 'incertitude', 'le', 'immunité', 'acquérir', 'durer', 'le', 'immunité', 'possibiliter', 'de', 'être', 'infecter', 'plusieurs', 'manque', 'de', 'immunité', 'population', 'théoriquement', 'atteindre', 'entre', '60', '70', 'cesse', 'le', 'épidémie', 'le', 'éventualité', 'face', 'incertitude', ""n'"", 'avoir', 'terme', 'aucun', 'vaccin', 'efficace', 'conséquence', 'crise', 'enchaînement', 'aller', 'entraîner', 'médicalement', 'socialement', 'financièrement', 'globalement', 'niveau', 'mondial', 'craindre', 'etats', 'retenir', 'aucun', 'leçon', 'continuer', 'risque', 'replis', 'soi', 'égoïste', 'générateur', 'conflit', 'guerre', 'le', 'exacerbation', 'turpituder', 'humain', 'délation', 'jalousi', 'racisme', 'discrimination', 'violenc', 'etc']","['DET', 'NOUN', 'DET', 'NOUN', 'VERB', 'VERB', 'DET', 'NOUN', 'VERB', 'ADP', 'AUX', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'ADV', 'VERB', 'ADP', 'PRON', 'NUM', 'VERB', 'DET', 'NOUN', 'DET', 'NOUN', 'NOUN', 'NOUN', 'ADV', 'VERB', 'NOUN', 'DET', 'NOUN', 'ADJ', 'NOUN', 'NOUN', 'ADJ', 'VERB', 'VERB', 'ADV', 'ADV', 'ADV', 'ADV', 'NOUN', 'ADJ', 'ADJ', 'VERB', 'VERB', 'DET', 'NOUN', 'VERB', 'ADJ', 'VERB', 'DET', 'NOUN', 'NOUN', 'ADJ', 'NOUN', 'DET', 'NOUN', 'VERB', 'ADJ', 'NOUN', 'ADJ', 'NOUN', 'NOUN', 'ADJ', 'ADJ']"
83,"['qu', 'deuxième', 'vague', 'manifeste', 'le', 'automne', 'le', 'absence', 'manqu', 'de', 'information', 'aucun', 'test', 'depistage']","['NUM', 'ADJ', 'NOUN', 'ADJ', 'DET', 'VERB', 'DET', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'DET', 'NOUN', 'VERB']"
84,"['le', 'contagion', 'lors', 'de', 'un', 'déconfinement', 'mal', 'gérer', '-pas', 'masque', 'protection', 'insuffisant', 'test', 'circulation', 'personne', 'contaminer', 'test', 'nasal', 'fiable', 'puisque', 'virus', 'abandonner', 'fosse', 'nasal', 'migrer', 'poumon', 'déclarer', 'sain', 'tort', 'tsunami', 'économique', 'perspectif']","['DET', 'NOUN', 'ADV', 'ADP', 'DET', 'ADJ', 'ADV', 'ADJ', 'PUNCT', 'ADJ', 'NOUN', 'ADJ', 'NOUN', 'NOUN', 'NOUN', 'VERB', 'NOUN', 'ADJ', 'ADJ', 'SCONJ', 'NOUN', 'VERB', 'ADJ', 'ADJ', 'VERB', 'ADJ', 'VERB', 'ADJ', 'NOUN', 'ADV', 'ADJ', 'ADJ']"
85,"['contagion', 'promixité']","['NOUN', 'NOUN']"
86,"['risque', 'de', 'un', 'recrudescence', 'suite', 'acte', 'irresponsable', 'personne', ""n'"", 'avoir', 'prendre', 'conscience', 'pandémie']","['NOUN', 'ADP', 'DET', 'NOUN', 'NOUN', 'NOUN', 'ADJ', 'NOUN', 'ADV', 'AUX', 'VERB', 'NOUN', 'NOUN']"
87,"['savoir', 'combien', 'temps', 'aller', 'se', 'écouler', 'virus', 'circulation', 'ce', 'être', 'dire', 'suffisamment', 'personne', 'immuniser', 'tout', 'ceci', ""'"", 'perte', 'parmi', 'population']","['VERB', 'ADV', 'NOUN', 'VERB', 'PRON', 'VERB', 'NOUN', 'NOUN', 'PRON', 'AUX', 'VERB', 'ADV', 'NOUN', 'ADJ', 'ADJ', 'PRON', 'PUNCT', 'NOUN', 'ADP', 'NOUN']"
88,[],[]
89,"['non', 'maîtris', 'pandémie', 'traitement', 'curatif', 'difficile', 'trouver', 'cas', 'vih', 'immunité', 'incertain', 'rhume', 'coronaro', 'effondrement', 'social', 'risque', 'totalitarism', 'manipulation', 'peuple']","['ADV', 'ADJ', 'NOUN', 'NOUN', 'ADJ', 'ADJ', 'VERB', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'ADJ', 'ADJ', 'ADV', 'ADJ', 'NOUN', 'ADJ', 'NOUN', 'ADJ']"
90,"['voir', 'activité', 'bloquer', 'après', '11', 'mai', 'craindre', 'priorité', 'donner', 'risque', 'dus', 'coronavirus', 'détriment', 'tout', 'autre', 'activité', 'utile', 'vie', 'santé', 'de', 'autre', 'domaine']","['VERB', 'NOUN', 'VERB', 'ADP', 'NUM', 'NOUN', 'ADJ', 'NOUN', 'VERB', 'ADJ', 'PRON', 'VERB', 'ADV', 'DET', 'ADJ', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'ADP', 'ADJ', 'NOUN']"
91,"['le', 'durée', 'vraisemblablement', 'long', 'résolution', 'crise']","['DET', 'NOUN', 'ADV', 'ADJ', 'NOUN', 'VERB']"
92,"['aide', 'éventuel', 'domicile']","['NOUN', 'ADJ', 'NOUN']"
93,"['le', 'deconfinement', 'manière', 'dont', 'chacun', 'respecter', 'consigne']","['DET', 'NOUN', 'NOUN', 'PRON', 'PRON', 'VERB', 'ADJ']"
94,"['sortir', 'confinemer', 'durée', 'pandémie']","['VERB', 'VERB', 'NOUN', 'NOUN']"
95,"['attraper', 'virus', 'développer', 'de', 'anticorps']","['VERB', 'NOUN', 'VERB', 'ADP', 'NOUN']"
96,"['inquiétude', 'sen', 'collectif', 'vie', 'social', 'mois', 'prochain', 'compte', 'tenir', 'présence', 'virus', 'de', 'un', 'possible', 'recrudescenc', 'inquiétude', 'innombrable', 'conséquence', 'économique', 'pandémie', 'incertitude', 'concerner', 'modaliter', 'reprise', 'plan', 'écologique']","['NOUN', 'ADJ', 'ADJ', 'NOUN', 'ADJ', 'ADV', 'ADJ', 'NOUN', 'VERB', 'NOUN', 'NOUN', 'ADP', 'DET', 'ADJ', 'ADJ', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'NOUN', 'NOUN', 'VERB', 'VERB', 'NOUN', 'NOUN', 'ADJ']"
97,"['un', 'préoccupation', 'ne', 'temps', 'prendre', 'disposition', 'financier', 'se', 'imposer', 'succession', 'le', 'prolongation', 'confinemer', 'discussion', 'aménagement', 'possible', 'pouvoir', 'retourner', 'pari', 'ex', 'établir', 'déclaration', 'de', 'impôt', 'le', 'aide']","['DET', 'NOUN', 'ADV', 'NOUN', 'VERB', 'NOUN', 'ADJ', 'PRON', 'VERB', 'NOUN', 'DET', 'NOUN', 'VERB', 'NOUN', 'ADV', 'ADJ', 'VERB', 'VERB', 'PROPN', 'PRON', 'VERB', 'NOUN', 'ADP', 'NOUN', 'DET', 'NOUN']"
98,"['le', 'mentalité', 'actuel', ""'"", 'tout', 'possible', 'effort', 'avoir', 'donner', 'sentir', 'le', 'essentiel', 'respect', 'le', 'autre', 'nature']","['DET', 'NOUN', 'ADJ', 'PUNCT', 'ADV', 'ADJ', 'NOUN', 'AUX', 'VERB', 'VERB', 'DET', 'NOUN', 'VERB', 'DET', 'ADJ', 'NOUN']"
99,"['attraper', 'covid']","['VERB', 'NOUN']"
100,"['confinemer', 'personne', 'âgé', 'population', 'invisible', 'vieux', 'migrant', 'foyer', 'nouveau', 'migrant', 'détenir', 'sdf', 'bénéficiaire', 'chrs', 'personnellement', 'cessation', 'visite', 'personne', 'âgé', 'isolé', 'je', 'accompagne', 'distanciation', 'géographique', 'petit-enfant', 'aide', 'impossible', 'seconder', 'enfant', 'terme', 'contamination', 'potentiel', 'statut', 'grand', 'parent']","['VERB', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'ADJ', 'NOUN', 'ADJ', 'ADJ', 'NOUN', 'VERB', 'VERB', 'ADJ', 'AUX', 'ADV', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'NOUN', 'PRON', 'VERB', 'NOUN', 'ADJ', 'NOUN', 'VERB', 'ADJ', 'VERB', 'NOUN', 'X', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'NOUN']"
101,"['ne', 'pouvoir', 'année', 'rejoindre', 'résidence', 'secondaire', ""m'.y"", 'confiner', 'plus', 'agréablement']","['ADV', 'VERB', 'NOUN', 'VERB', 'NOUN', 'ADJ', 'NOUN', 'VERB', 'ADV', 'ADV']"
102,"['finir', 'vie', 'seul', 'box', '85', 'an']","['VERB', 'NOUN', 'ADJ', 'NOUN', 'NUM', 'NOUN']"
103,"['le', 'mentalité', 'actuel', ""'"", 'tout', 'possible', 'suite', 'leurr', 'il', 'devenir', 'vital', 'retrouver', 'sens', 'respect', 'le', 'environnement']","['DET', 'NOUN', 'ADJ', 'PUNCT', 'ADV', 'ADJ', 'NOUN', 'ADJ', 'PRON', 'VERB', 'ADJ', 'VERB', 'NOUN', 'VERB', 'DET', 'NOUN']"
104,"['de', 'problème', 'cardiaque', 'bien', 'celui', '-', 'ci', 'bien', 'prendre', 'charge', 'personn', 'risque', 'intubation', 'coma', 'artificiel', 'doute', 'fatal']","['ADP', 'NOUN', 'ADJ', 'ADV', 'PRON', 'PRON', 'PRON', 'ADV', 'VERB', 'NOUN', 'ADJ', 'ADJ', 'NOUN', 'NOUN', 'ADJ', 'PROPN', 'ADJ']"
105,"['je', 'me', 'inquiéter', 'plus', 'autre', 'personne', 'seul', 'famille', 'mal', 'loger', 'travailleur', 'risque', 'permanent']","['PRON', 'PRON', 'VERB', 'ADV', 'ADJ', 'NOUN', 'ADJ', 'NOUN', 'ADV', 'VERB', 'NOUN', 'NOUN', 'ADJ']"
106,['tfutu'],['PROPN']
107,"['avoir', '93', 'an', 'je', 'avoir', 'perdre', 'épous', 'avoir', 'trois', 'an', 'après', '65', 'an', 'vie', 'commun', 'savoir', 'rejoindre', 'je', 'attend', 'inquiétude', 'suite', 'événement']","['VERB', 'NUM', 'NOUN', 'PRON', 'AUX', 'VERB', 'ADJ', 'VERB', 'NUM', 'NOUN', 'ADP', 'NUM', 'NOUN', 'NOUN', 'ADJ', 'VERB', 'VERB', 'PRON', 'ADJ', 'NOUN', 'NOUN', 'NOUN']"
108,"['fille', '50ans', 'petit', 'fils', '20', 'tombé', 'malades', 'beaucoup', 'inquiéter', 'angoisse', 'tombée', 'j+10', 'maladie', 'je', 'me', 'inquiéter', 'plus', 'mien', 'moi', '-', 'même', 'avenir', 'particulier']","['ADJ', 'NUM', 'ADJ', 'NOUN', 'NUM', 'NOUN', 'ADV', 'ADV', 'ADJ', 'NOUN', 'NOUN', 'ADJ', 'NOUN', 'PRON', 'PRON', 'VERB', 'ADV', 'ADJ', 'PRON', 'PUNCT', 'ADJ', 'NOUN', 'ADJ']"
109,"['combien', 'temps', 'reprendre', 'vie', ""'"", 'normal', ""'"", 'avant', 'être', '-ce', 'possible']","['ADV', 'NOUN', 'VERB', 'NOUN', 'PUNCT', 'ADJ', 'PUNCT', 'ADP', 'AUX', 'PRON', 'ADJ']"
110,"['surtout', 'autre', 'personne', 'seul', 'famille', 'mal', 'loger', 'migrant']","['ADV', 'ADJ', 'NOUN', 'ADJ', 'NOUN', 'ADV', 'VERB', 'ADJ']"
111,"['contagion', 'bien', '96', 'an', 'risque', 'bon', 'forme', 'inquiétude', 'propos', 'proche', 'souci', 'plus', 'que', 'inquiétude', 'devenir', 'jardin', 'peux', 'plus', 'aller']","['NOUN', 'ADV', 'NUM', 'NOUN', 'VERB', 'ADJ', 'NOUN', 'NOUN', 'NOUN', 'ADJ', 'NOUN', 'ADV', 'SCONJ', 'NOUN', 'VERB', 'AUX', 'ADJ', 'ADV', 'VERB']"
112,['interminable'],['ADJ']
113,"['aucun', 'je', 'avoir', 'sentimer', 'savoir', 'aller', 'passer', 'je', 'prépare', 'catastrophe']","['DET', 'PRON', 'AUX', 'VERB', 'VERB', 'VERB', 'VERB', 'PRON', 'VERB', 'NOUN']"
114,"['le', 'découverte', 'de', 'un', 'vaccin', 'spécifique', ""l'"", 'hiver', 'prochain']","['DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADJ', 'PRON', 'VERB', 'ADJ']"
115,['contaminée'],['NOUN']
116,"['je', 'inquiéter', 'de', 'abord', 'proche', 'crain', 'suscite', 'plus', 'réflexion', 'société']","['PRON', 'VERB', 'ADP', 'ADV', 'ADJ', 'NOUN', 'VERB', 'ADV', 'NOUN', 'NOUN']"
117,"['ne', 'plus', 'pouvoir', 'soigner', 'le', 'hôpital', 'cas', 'grave']","['ADV', 'ADV', 'VERB', 'VERB', 'DET', 'NOUN', 'NOUN', 'ADJ']"
118,"['pas', 'vraiment', ""d'"", 'inquiétude', 'ce', 'être', 'maladie', 'probablement', 'mortel', 'cancer', 'maladie', 'cardio', '-', 'vasculaire']","['ADV', 'ADV', 'DET', 'NOUN', 'PRON', 'AUX', 'NOUN', 'ADV', 'NOUN', 'PROPN', 'NOUN', 'ADJ', 'PUNCT', 'NOUN']"
119,"['un', 'reprise', 'le', 'épidémie', 'après', 'déconfinement']","['DET', 'NOUN', 'DET', 'NOUN', 'ADP', 'ADV']"
120,"['contamination', 'gravité', 'vieux', 'fragile', 'le', 'absence', 'traitement']","['NOUN', 'NOUN', 'ADJ', 'ADJ', 'DET', 'NOUN', 'NOUN']"
121,"['développement', 'maladie', 'devoir', 'covid-19']","['NOUN', 'NOUN', 'ADJ', 'VERB']"
122,"['le', 'vie', 'économique', 'principalement', 'jeune', 'ponction', 'fiscal', 'retraiter', 'le', 'vieux', 'demandent', 'possibiliter', 'faire', 'donation', 'défiscalisèe', 'leur', 'enfant', 'petit', 'enfant']","['DET', 'NOUN', 'ADJ', 'ADV', 'ADJ', 'NOUN', 'ADJ', 'VERB', 'DET', 'ADJ', 'NOUN', 'VERB', 'VERB', 'NOUN', 'ADJ', 'DET', 'NOUN', 'ADJ', 'NOUN']"
123,"['le', 'inquiétude', 'venir', 'maîtris', 'ce', 'épidémie', 'puisque', 'dispose', 'de', 'aucun', 'traitement', 'valider', 'le', 'instant', 't', 'vaccin']","['DET', 'NOUN', 'VERB', 'ADJ', 'DET', 'NOUN', 'AUX', 'VERB', 'ADP', 'DET', 'NOUN', 'VERB', 'DET', 'NOUN', 'NOUN', 'NOUN']"
124,"['devoir', 'hospitaliser', 'contexte', 'hospitalier', 'surcharger']","['VERB', 'VERB', 'NOUN', 'ADJ', 'VERB']"
125,"['perdre', 'membre', 'famill', 'cause', 'covid', '19']","['VERB', 'NOUN', 'ADJ', 'NOUN', 'NOUN', 'NUM']"
126,"['je', 'voir', 'personne', 'risque', 'pouvoir', 'protéger', 'durant', 'plusieurs', 'mois', 'voire', 'année', 'vie', 'aller', 'reprendre', 'près', 'normalement']","['PRON', 'VERB', 'NOUN', 'VERB', 'VERB', 'VERB', 'ADP', 'DET', 'NOUN', 'CCONJ', 'NOUN', 'NOUN', 'VERB', 'VERB', 'ADV', 'ADV']"
127,"['angoisse', 'non', 'maîtris', 'situation', 'gouvernant', 'politique', ""n'"", 'habiter', 'département', 'enfant']","['VERB', 'ADV', 'ADJ', 'NOUN', 'ADJ', 'ADJ', 'ADV', 'VERB', 'ADV', 'NOUN']"
128,"['le', 'incertitude', 'demeurent', 'personn', 'connaître', 'le', 'évolution', 'même', 'ouverture', 'déconfinement', 'solution', 'bon', 'bon', 'regrettable', 'le', 'maîtrise', ""n'"", 'existe', 'ce', 'mois', 'confinemer', 'mettre', 'lumière', 'le', 'audace', 'nécessaire', 'avancer', 'savoir']","['DET', 'NOUN', 'ADV', 'ADJ', 'VERB', 'DET', 'NOUN', 'ADV', 'ADJ', 'AUX', 'NOUN', 'ADJ', 'ADJ', 'ADJ', 'DET', 'NOUN', 'ADV', 'VERB', 'DET', 'NOUN', 'VERB', 'VERB', 'NOUN', 'DET', 'NOUN', 'ADJ', 'VERB', 'VERB']"
129,"['il', 'avoir', 'selon', 'deux', 'catégorie', 'de', 'inquiétude', '1', 'le', 'mort', 'avec', 'covid', 'le', 'angoisse', 'éternel', 'homme', 'plus', 'fort', 'raison', 'vieux', 'ce', 'être', 'poindre', 'je', 'avoir', 'mettre', '2ème', 'position', '2', 'le', 'condition', 'vie', 'survivant', 'le', ""'"", 'jour', 'de', 'après', 'crain', 'le', 'idéologie', 'consumériste', 'société', ""n'"", 'avoir', 'disparaître', 'contraire', 'enrichie', 'frustration', 'accumuler', 'risque', 'de', 'entraîner', 'désir', 'de', 'orgie', 'rattrapage', 'de', 'un', 'situation', 'déjà', 'critique', 'plan', 'le', 'environnement', 'exemple']","['PRON', 'VERB', 'ADP', 'NUM', 'NOUN', 'ADP', 'NOUN', 'NUM', 'DET', 'NOUN', 'ADP', 'NOUN', 'DET', 'NOUN', 'ADJ', 'NOUN', 'ADV', 'ADJ', 'NOUN', 'ADJ', 'PRON', 'AUX', 'VERB', 'PRON', 'VERB', 'VERB', 'DET', 'NOUN', 'NUM', 'DET', 'NOUN', 'NOUN', 'ADJ', 'DET', 'PUNCT', 'NOUN', 'ADP', 'ADP', 'NOUN', 'DET', 'NOUN', 'ADJ', 'ADJ', 'ADV', 'AUX', 'VERB', 'ADJ', 'NOUN', 'ADJ', 'VERB', 'VERB', 'ADP', 'VERB', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADV', 'ADJ', 'NOUN', 'DET', 'NOUN', 'VERB']"
130,"['être', 'gravement', 'malade', 'mari', 'enfant']","['AUX', 'ADV', 'ADJ', 'NOUN', 'NOUN']"
131,"['je', 'consciente', 'danger', 'virus', 'contagieux', 'gérer', 'faire', 'attention', 'je', 'sors', 'sors', 'masquer', 'gantée', 'laisse', 'course', 'balcon', 'pendant', 'plusieurs', 'heure']","['PRON', 'VERB', 'VERB', 'NOUN', 'ADJ', 'VERB', 'AUX', 'NOUN', 'PRON', 'ADV', 'ADV', 'ADJ', 'PRON', 'VERB', 'ADJ', 'NOUN', 'ADP', 'DET', 'NOUN']"
132,"['le', 'absence', 'référence', 'le', 'absence', 'connaissance', 'le', 'inquiétude', 'social', 'le', 'interrogation', 'personnel', 'lier', 'perte', 'habitude']","['DET', 'NOUN', 'NOUN', 'DET', 'NOUN', 'NOUN', 'DET', 'NOUN', 'ADJ', 'DET', 'NOUN', 'ADJ', 'VERB', 'NOUN', 'ADJ']"
133,"['attraper', 'virus']","['VERB', 'NOUN']"
134,"['être', 'malade', 'devoir', 'hospitaliser', 'ne', 'soigner', 'age']","['AUX', 'ADJ', 'VERB', 'ADJ', 'ADV', 'VERB', 'ADJ']"
135,"['lui', 'portent', 'retomber', 'économique', 'toucher', 'nombreux', 'personne', 'artiste', 'genre', 'artisans', 'commerçant', 'profession', 'indépendant', 'libérale', 'entreprise', 'divers', 'producteur', 'agricolesont', 'etc', 'pays.et', 'pauvreté', 'faim', 'affliger', 'monde']","['PRON', 'ADV', 'VERB', 'ADJ', 'VERB', 'ADJ', 'NOUN', 'ADJ', 'ADJ', 'ADP', 'NOUN', 'NOUN', 'ADJ', 'NOUN', 'NOUN', 'ADJ', 'NOUN', 'VERB', 'ADP', 'VERB', 'ADJ', 'NOUN', 'VERB', 'NOUN']"
136,"['le', 'non-connaissance', 'virus', 'façon', 'combattre']","['DET', 'NOUN', 'NOUN', 'NOUN', 'VERB']"
137,"['le', 'aspect', 'indéterminer', 'chose']","['DET', 'NOUN', 'VERB', 'NOUN']"
138,"['mon', 'enfant', 'confinemer', 'mon', 'petit', 'enfant', 'vivre', 'il']","['DET', 'NOUN', 'VERB', 'DET', 'ADJ', 'NOUN', 'VERB', 'PRON']"
139,"['le', 'retour', 'virus', 'après', 'confinement']","['DET', 'NOUN', 'NOUN', 'ADP', 'NOUN']"
140,"['que', 'un', 'personne', 'proche', 'gravement', 'atteinte']","['SCONJ', 'DET', 'NOUN', 'ADJ', 'ADV', 'NOUN']"
141,"['etre', 'contaminer', 'risquer', 'contaminer', 'autre', 'que', 'distance', 'physique', 'enfant', 'petit', 'enfant', 'durer', 'longtemps-', 'finisse', 'créer', 'distance', 'plan', 'sur', 'base', 'société', 'aller', '-t', 'lui', 'remettre', 'marche', 'risqu', 'de', 'un', 'aggravation', 'inégalité', 'risque', 'de', 'un', 'précarisation', 'accélérer', 'beaucoup', 'monde', 'inquiétude', 'vie', 'professionnel', 'enfant', 'petit', 'enfant']","['AUX', 'VERB', 'VERB', 'VERB', 'ADJ', 'PRON', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'NOUN', 'VERB', 'PRON', 'AUX', 'VERB', 'NOUN', 'ADJ', 'ADP', 'ADJ', 'NOUN', 'VERB', 'PART', 'PRON', 'VERB', 'NOUN', 'ADJ', 'ADP', 'DET', 'NOUN', 'ADJ', 'VERB', 'ADP', 'DET', 'NOUN', 'VERB', 'ADV', 'NOUN', 'NOUN', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'NOUN']"
142,"['longueur', 'pandémie']","['ADJ', 'NOUN']"
143,"['le', 'paralysie', 'tout', 'activité', ""qu'"", 'entraîne', 'confinemer', 'le', 'durée', 'indéterminer', 'le', 'ignorance', 'comportemer', 'virus', 'mobilisation', 'exclusif', 'que', 'il', 'entraîne', 'que', 'un', 'versant', ""inquiétudes.l'"", 'autre', 'verser', 'celui', 'résistance', 'personne', 'rester', 'enfant', 'après']","['DET', 'NOUN', 'DET', 'NOUN', 'PRON', 'VERB', 'VERB', 'DET', 'NOUN', 'VERB', 'DET', 'NOUN', 'VERB', 'NOUN', 'NOUN', 'ADJ', 'SCONJ', 'PRON', 'VERB', 'SCONJ', 'DET', 'NOUN', 'VERB', 'ADJ', 'VERB', 'PRON', 'NUM', 'NOUN', 'VERB', 'NOUN', 'ADP']"
144,"['le', 'manqu', 'liberté', 'peur', 'maladie', 'mort']","['DET', 'ADJ', 'NOUN', 'ADJ', 'NOUN', 'ADJ']"
145,"['fin', 'confinemer', 'aller', 'réactiver', 'pandémie', 'matériel', 'nécessaire', 'protèger', 'meme', 'avoir', '74', 'an', 'hate', 'retrouver', 'vie', 'social', 'certain', 'liberté', 'respectant', 'mesure', 'sécurité']","['NOUN', 'VERB', 'VERB', 'VERB', 'NOUN', 'ADJ', 'ADJ', 'VERB', 'VERB', 'VERB', 'NUM', 'NOUN', 'VERB', 'VERB', 'NOUN', 'ADJ', 'ADJ', 'NOUN', 'ADJ', 'NOUN', 'NOUN']"
146,"['porteur', 'savoir', 'contaminer', 'autre']","['NOUN', 'VERB', 'VERB', 'ADJ']"
147,"['contaminer', 'confinemer', 'long', 'colèr', 'envers', 'personne', 'repecter', 'mesure', 'distanciation']","['VERB', 'VERB', 'ADJ', 'ADJ', 'PROPN', 'NOUN', 'VERB', 'NOUN', 'NOUN']"
148,"['compliquer', 'vie', 'enfant', 'le', 'attrape', '.....']","['VERB', 'NOUN', 'NOUN', 'DET', 'NOUN', 'PUNCT']"
149,"['lr', 'confinement', 'résout', 'rien', 'permettre', 'le', 'hôpital', 'recevoir', 'gros', 'choc', 'frontal', 'mais', 'falloir', 'atteindre', '50', 'contaminé', 'le', 'épidémie', 'se', 'arrête', 'faute', 'médicament', 'vaccin', 'adapter', 'ce', 'être', 'antinomique', 'confinemer', 'mon', 'inquiétude', 'ce', 'contradiction', 'insoluble']","['PRON', 'NOUN', 'ADJ', 'PRON', 'VERB', 'DET', 'NOUN', 'VERB', 'ADJ', 'NOUN', 'ADJ', 'CCONJ', 'VERB', 'VERB', 'NUM', 'NOUN', 'DET', 'NOUN', 'PRON', 'VERB', 'NOUN', 'ADJ', 'ADJ', 'VERB', 'PRON', 'AUX', 'ADJ', 'VERB', 'DET', 'NOUN', 'DET', 'NOUN', 'ADJ']"
150,"['compliquer', 'vie', 'enfant', 'cer', 'contaminer']","['VERB', 'NOUN', 'NOUN', 'VERB', 'VERB']"
151,"['celui', 'monde', 'de', 'après', 'ressemble', 'monde', 'de', 'avant']","['PRON', 'VERB', 'ADP', 'ADP', 'NOUN', 'NOUN', 'ADP', 'ADP']"
