Id;Caption
1472;Je me demande comment les personnes qui travaillent pourront sereinement prendre les transports en commun. Dans leur métier, certaines personnes ne pourront appliquer la distanciation physique.
1473;Le fait que peu de gens gardent leurs distances
1474;Je n'ai pas vraiment d'inquiétudes, je respecte les consignes de confinement, je sors très peu.
1475;L'inquiétude n'est pas pour moi car je vis confinée en appliquant toutes les mesures barrière préconisées, mais pour l'avenir de mes enfants et petits-enfants.
1476;Non respect des règles qui pourrait relancer l'épidémie
1477;Je crains beaucoup la politique de la tyrannie. Je ne voudrais pas vivre dans une société protectrice qui nous ampute de notre possibilité de prendre des décisions libres
1479;La restriction de ma liberte  de circuler et de vaquer  à mes occupations (80% de ma vie quotidienne). Faire attention vu que je fais partie des personnes à risque.
1480;"La stupidité des membres du gouvernement, du président de la République et de son entourage.
 Leur inaptitude à dialoguer et à prendre des décisions réalistes et réellement pratiques."
1481;Que la peur de l'autre persiste après le dÄ—confinement
1482;L'incohérence des mesures gouvernementales et la crise économique qui va suivre
1483;"nous empêcher de voir  nos enfants e tpetits enfants
 de circuler ( train et  avion)"
1484;que mon mari, l'un de mes proches ou moi même attrapent le virus. j'ai également peur des conséquences économiques à venir
1485;continuer à vivre sans convivialité et isolée
1486;Se retrouver en réanimation
1487;Nous sommes beaucoup dans le flou avec le déconfinement prochain.
1488;la rentrée des classes pour les enseignants et les enfants
1489;L,avenir économique, puis sanitair
1491;"radicalisation des inégalités
 violence
 privation de culture
 société numérisée et de surveillance
 dématérialisation des relations sociales
 pouvoir augmenté des GAFA et possible guerre civile"
1493;Le non-respect des comportements-barrière par les autres ... en particulier les personnes 'non âgées' !
1495;Les retombées psychologiques pour les familles qui n ont pas pu voir leurs proches en ephad y compris lors de décès.
1496;"La qualité des relations sociales après le déconfinement ...
 Le regard porté sur les plus de 70 ans tous considérés comme des enfants a protéger !!!"
1497;contamination
1498;"Mes inquiétudes portent surtout sur les conséquences économiques et sociales pour beaucoup de personnes, petites entreprise, commerçants..
 Mon inquiétude principale concerne les risques de dérives autoritaires"
1499;Combien de temps cela peut-il durer ?
1500;"pas de médecin proche et disponible
 hôpitaux surchargés"
1502;combien de temps va durer le confinement ? Je vis seule en région parisienne (zone rouge), mon ami en Normandie et mes enfants Lyon et Toulon , tous à plus de 100 km. Vivre seule sans contact hormis le  téléphone depuis le début du confinement est un enfer.
1503;sortir diminuée de la maladie - être mise en réanimation
1504;Inquiète pour mes enfants et petits enfants, en particulier ma fille qui attend son second enfant.
1505;"1/Atteinte de mes proches par la covid19
 2/. Mise en place d'un régime d'exception concernant les 'vieux'et les personnes handicapées, démunies,etc...
 3/ Les lois et ordonnances diverses circonstancielles instaurées et restreignant les libertés individuelles pourraient être pérennisées.
 4/ Infantilisation et contrôles des dits seniors sous couvert d'hyper-protection.
 5/ Absence de consultations des 'vieux' pour les décisions qui les concernent."
1506;"pas de masques, ni de test
 Quand pourrai je voir mes enfants et petits enfants
 comment prendre le train en sécurité ? 
 que l'après ne soit pas mieux que le passé
 la détresse des plus pauvres : étrangers, SDF,  personnes en dessous du seuil de pauvreté,  travailleurs précaires,  travailleurs en contact avec le public  ou mal protégés,  soignants etc..
 j'ai peur que l'économie prime sur la vie et la solidarité."
1507;Avenir économique, environnemental pour les jeunes
1508;"Ne sont pas liées directement au Covid19, mais bien à 'l'usage' qu'en font les têtes politiques et 'scientifiques', qui pataugeant complètement, disent tout et son contraire depuis des semaines.
 Et à l'usage immodéré des descriptions dantesques faites, sur ordre - n'en doutons pas -par des journaleux à l'éthique absente !
 Nous les 'vieux, les seniors, les anciens' au prétexte de notre faiblesse due à l'âge (encore à prouver !) on nous ghettoïse sans état d'âme . Et j'ai peur sincèrement que ça dure et que notre liberté de mouvements ne nous soient pas rendue ... nous sommes dans un état flicard avec tous les excès et dénis que cela représente."
1509;peur de l'attraper
1513;utilisation de cette pandémie pour réduire nos libertés sous pretexte de... comme avec les attentats terroristes.
1517;D'être contaminée.
1518;Ma première inquiétude est sans nul doute la poursuite du confinement
1519;Civisme peu développé. Non respect des gestes barrière et manque d'hygiène en général.
1520;L'attitude des irresponsables
1521;Que le prolongement de la paralysie de l'économie mette dans des situations psychologiques et économiques dramatiques un  trop grand nombre de familles et de jeunes. Ils ont subi les conséquences de mesures draconiennes définies essentiellement en fonction  des moyens médicaux disponibles pour ce qu'on a appelé les plus fragiles.
1523;"Mes inquiétudes portent d'avantage sur les conséquences économiques et sociétales de cette crise que sur la crise sanitaire en elle-même. Crise socio-économique mondiale bien antérieure à la crise sanitaire à proprement parler en Europe.
 Ma plus grande inquiétude réside surtout dans l'inadaptation à la situation de nos instances politiques et administratives, en particulier en France, visiblement trop centralisées et en conséquences antidémocratiques. (cf : la farce grotesque du 'partage des responsabilités' entre l'État et les Collectivités Locales pour la réouverture de l'accueil scolaire)"
1524;Être contaminée et en souffrir
1525;"le non respect des autre lors de la reprise à une vie normale 
 me retrouve seule  hospitalisée mes enfants habitant à 600 klm"
1526;Trop de personnes, sans masque, ne respectent pas les distances de sécurité dans les magasins d'alimentation et dans l'espace public.
1528;"le non respect des mesures d'hygiène
 un confinement prolongé"
1529;Que des lois ou actions provisoires  deviennent  permanentes
1531;"avoir la maladie sous forme grave
 inquiétude pour proches et amis"
1532;Restrictions des échanges humains
1533;Obligation à rester confinée dans un rayon de 100km
1534;que le danger de l'infection dure encore longtemps et rende les échanges avec les petits enfants dépourvus de l'affection manifestée par les câlins , le contact physique entre eux et moi ayant toujours été très important.
1535;Écroulement de économie
1537;transports en commun , grandes surfaces , fréquentation des hôpitaux pour autres maladies , difficultés pour rencontres avec les proches (400 et 800 kms)
1538;"Rester confiné devient insupportable. 
 Le stress est généré par le voisinage qui a du mal à supporter l'enferment et surtout par les médias qui diffusent des informations uniquement anxiogènes.
 La France est toujours incapable d'informer correctement, le pathos est son chiffre d'affaire!!!
 Cette épidémie est effectivement dangereuse, mais il agit avant tout que le français soient disciplinés et acceptent de faire les gestes de précautions indispensables ce qui n'est pas toujours le cas."
1539;probablement de ne pas avoir de chance et d'être victime d'une forme grave mais aucune angoisse particulière et c'est valable aussi en dehors du covid
1540;"inquiétudes pour ma fille et mes petites filles en asie du sud est
 
 pas vraiment d'inquiétude pour moi, solo en isolement total et  en surpoids"
1542;Je m' inquiète essentiellement pour les acteurs du tourisme et de la culture, qui me paraissent les oubliés du gouvernement.
1543;risque de contamination
1544;disposer de masques , angoisse de l'avenir : répercussions de la future crise économique et sociale
1545;"Essentiellement peur de trainer et souffrir à l'hôpital.
 Aucune protection fournie en particulier masques. Faudra-t-il aller 'se battre' à plus de 70 ans  pour obtenir un masque? J'oublierai donc le masque.
 La maladie touche en priorité les personnes âgées mais, infantilisées, leur vraies spécifiés sont ignorées dans les prises  de  décisions."
1546;D être isolée abandonnee
1547;CONTAMINATION avec hospitalisation obligée
1549;Ma seule inquiétude serait de contaminer mes proches.
1550;Atteinte aux libertés de déplacement,  et d'activités. Infantilisation des personnes 'âgées'. Exagération de leurs risques de fragilité. Méconnaissance de leurs  capacités physiques et intellectuelles.
1553;"le nombre de personnes gravement atteintes globalement dont mes proches est moi même peuvent être victimes.
 L'irresponsabilité associée à de la bêtise de nombre de personnes, conduisant à des actes favorisant le développement de la pandémie.
 L'utilisation démagogique et manipulation par des personnes, associations, groupes, parties, entreprises,........ pour conditionner des personnes (de tout âge) a prendre des décisions et des options pénalisantes pour la démocratie, les enjeux climatiques et de convivialisme sociétal et global."
1554;"Reanimation
 Contagion"
1556;Le non respect des consignes données Les mesures discriminatoires sur les plus de 70
1559;Être victimes de la maladie en dépit des précautions que nous prenons.
1560;L'evanescence De la mémoire humaine quand il s'agit du collectif
1561;"Restrictions de nos libertés. 
 Infantilisation des citoyens. 
 Autoritarisme de nos dirigeants. 
 Un futur sans contraintes environnementales. 
 Que les conditions et obligations  sociales soient revues à la baisse.
 Que l'ensemble du tissu social et de proximité ne se relèvent pas de cette situation. 
 Que nos dirigeants ne tiennent aucun compte de l'origine réelle de cette crise, sanitaire, sociale et environnementale."
1562;comment se proteger
1563;Souffrir de la maladie
1564;Contaminer plutôt qu'être contaminé car je pense avoir été atteint dans les 2 semaines qui ont précédé le confinement
1565;Le fait d'être complètement face à moi-même du fait du confinement m'a fait percevoir ma vieillesse, le fait d'être seule, etc (pas lié à la peur mais au confinement)
1566;Je n'en ai pas vraiment
1567;Virus omniprésent dans l'air ambiant (particules fines, pollen, pollution atmosphérique, etc.). Risques de contagion rapide. Mensonges d'état et incompétence de la classe dirigeante. Pas de découverte d'un vaccin universel dans le court terme. Grave récession économique et risque de chaos social.
1568;Ne pas revoir mon fils
1569;D'attraper le virus et les transports n'en parlons pas il va falloir encore se confiner c'est long pour retrouver la liberte
1570;se croiser avec les joggeurs qui nous soufflent dans la figure, le déconfinement et la difficulté à ne pas reprendre la vie d'avant, la difficulté à respirer sous les masques
1571;"mesures barrières plus ou moins respectées par la population 'jeune'
 
 port du masque non obligatoire :regrettable"
1572;peur de la maladie grave et de la mort pour nous et nos proches
1573;"1 - la gravité des maladies respiratoires dues au Covid
 2 - le manque de cohérence des décisions prises par l'Etat
 3 - le manque de perspectives pour les mois à venir
 4 - l'invisibilité de certains pans de la société et surtout le manque d'écoute de l'Etat"
1574;Le deconfinement avec le non respect des consignes par beaucoup ce qui nous obligera à rester confines
1575;Peur pour mes enfants et petits enfants
1576;Dans la mesure du respect des mesures de protection , très peu . Par contre le comportement irresponsable de certains fait peur et laisse penser que la contamination sera difficile à contenir . De plus les statistiques laissent à penser que bien controlée la pandémie ne va pas tuer tout le monde!!!
1577;Je suis inquiète pour mes enfants et mes petits enfants
1578;Non respect des libertés individuelles
1579;La haute contagion de ce virus
1580;L'attraper !
1581;Nous sommes bien petits devant cette chose imprévue, à notre époque XXI éme siècle  pourquoi ne trouvent-ils (les têtes pensantes) pas la solution .
1583;Être contaminé, transmettre le virus, faire une forme grave.
1584;Pas d'inquiétude particulière
1586;De rester confiné trop longtemps. Respecter les règles sans tomber dans les excès exemple le port du masque au volant quand on est seul, ou en promenade, nous laisser la liberté d'être et d'agir
1587;les informations contradictoires
1588;L'avenir de ma famille, des plus jeunes que moi
1589;"-surtout des inquiétudes diffuses, j'aime bien les choses claires mais je suis consciente des risques ne serait que pour les autres
 -je me suis libérée la dictature de l'agenda  depuis le début du confinement et maintenant, la reprise me parait difficile compte tenu des mesures de protection
 - je participe à des associations qui ne pourront sans doute pas reprendre d'activités"
1591;je n'ai pas d'inquietude en ce qui me concerne  je crains simplement pour mes enfants qui continuent de travailler a l'exterieur  et sont plus que moi  susceptibles d  'etre contamines
1592;a partir du 11 05 2020 les gens vont faire n'importe quoi...
1593;contamination
1594;En cours de chimiothérapie je me sais plus à risque que d'autres.
1596;"Devoir rester à l'écart de la société
 Etre sans cesse surveillée
 Etre limitée dans la liberté de circuler"
1597;De contracter la maladie bien sur
1598;une fin de vie idiote , sans revoir les copines
1599;"Ne plus sortir de chez moi.
 Uniquement des relations téléphoniques ou presque.
 Peur au cas où il m'arrive qq chose de mourir à l'hôpital."
1600;comment mes défenses réagiront -elles à cette infection ?
1601;d'être contaminée
1603;la crainte de la ré-animation et de l'acharnement thérapeutique
1604;mes inquiétudes: je suis porteuse d'une maladie auto-immune, ainsi je ne bénéficie pas d'un système immunitaire optimal.
1605;contamination des membres  de la famille
1607;Au début peur d'être contaminée mais aujourd'hui à 50 jours de réclusion, peur d'être encore restreinte dans mes mouvements tout l'été. Il y a une chose que je crains aussi, c'est l'effet de la canicule en appartement l'été à Paris. Et entre deux peurs, celle de devoir interrompre tous les projets en cours et donc toutes les rencontres (festival de cinéma, randonnées, ...). Les visioconférences sont une petite consolation.
1608;"Contagion
 Hospitalisation
 Complications
 Conséquences sur l'économie"
1609;aucune!!! je n'ai pas la télévision et écoute très peu les news....qui sont des propagateurs d'angoisse...
1610;Ma seule inquiétude est de contaminer mes proches.
1611;D'après les pourcentages nous avons plus de « chance »(nous les vieux!) d'attraper la maladie que le reste de la population
1612;Être confinée davantage et ne pas pouvoir me déplacer comme je l'entends
1614;"Manque de civisme de certains concitoyens
 Complication des démarches administratives liées à un déménagement
 Restrictions de circulation"
1615;Que les gouvernants, dans leur grande inconséquence, poursuive sont action lénifiante et stérile
1616;"La peur n'évite pas le danger. Il suffit de se montrer responsable pour se protéger ET limiter la diffusion du virus.
 Ma seule vraie inquiétude, c'est qu'on décide de continuer à cloîtrer les vieux chez eux comme des pestiférés."
1618;Craintes lors du déconfinement, comment reprendre des activités en toute sécurité sanitaire ?
1619;Inquiétude liée à l'urgence de vivre quand on a passé la barre des70 ans et de passer ce temps plein de 'rien' . L'absence de tout contact humain .
1620;Conditions de fin de confinement
1621;Les relations avec les proches
1622;Étant une personne à risques les conséquences peuvent être graves
1623;risque d'être contaminée
1624;Que de nouveau le virus s'étende à la population
1625;Craintes pour la santé des proches et inquiétudes financières, absence de perspectives
1626;D'etre Contaminée et de peser alors sur ma fille
1627;si les hôpitaux on trop de monde d'être laissé pou compte pour laissé la place à des gens plus actifs.
1628;Je crains les personnes qui ne respectent pas la distanciation physique et qui pourraient me contaminer
1629;"Economie de la France
 Santé des proches"
1631;On ne maîtrise rien, donc on risque beaucoup
1632;"Génération d'un climat de peur et de ses conséquences. Autoritarisme. Crainte de l'autre. 
 Perte de confiance dans les institutions
 Mise en péril des plus faibles 
 Déséquilibre économique"
1633;peur d'être contaminée et de ne pas être prise en charge correctement
1634;"-rebond de l'épidémie après déconfinement
 -discrimination envers les 'vieux' qui deviennent des 'laissés pour compte', et même les rendre fautifs de la propagation du virus s'ils se permettent de sortir un peu
 -augmentation de la désocialisation et détérioration des conditions de vie psychique, intellectuelle..."
1635;L'intensité de mon inquiétude à propos du changement climatique est infiniment plus grande.
1636;Mes inquiétudes sont d'ordre sociétales, sommes nous des patients comme les autres ou non.
1637;Il y a trop de non respect des distances physiques (et non sociales: mot impropre) et de masques !
1638;si je 'l'attrape' ne pas le transmettre
1640;"Le manque de masques de protection, c'est une forte inquiétude que de sortir faire des courses
 La solitude"
1641;"Elles ont été au début sur le danger pour les plus jeunes. Souvenirs de famille de la grippe espagnole, de la diphtérie, etc... 
 Voyant que les plus atteintes étaient les personnes 'vieilles et rassasiées de jours' (peut-être ?), je n'ai plus été inquiète.
 Directives anticipées à jour."
1642;Mes inquiétudes concernent l'avenir des jeunes et des autres actifs , leur vie professionnelle , financière , donc leur vie dans ce climat d'épidémie et de destruction des services publics , en particulier des services de santé  .
1643;face au manque de civisme de certains citoyens
1644;"1)Être contaminé 
 2)Manque de liberté 
 3)Infantilisation des plus de 65 ans, 
 4)une discrimination certaine (âge, région, habitations, situation professionnel...)"
1645;que de trop nombreuses personnes 'se lâchent' après plusieurs semaines de confinement, et réduisent le bénéfice des efforts consentis
1646;"j'ai 77 ans -veuve - je vis seule, en ville, aucune famille proche :3 enfants, 7 petits enfants tous vivant loin de moi! L'inquiétude qui me gagne compte tenu de barrières toujours nouvelles qui s'érigent: 
 - personnes âgées restent confinées, on annule...heureusement!
 -  pas de déplacement de plus de 100 km
 l'inquiétude, la crainte de ne pas revoir mes enfants, petits enfants!"
1647;Prenant les précautions basiques, mon inquiétude serait de ne pas avoir de chance
1648;être contaminée sans le savoir et de transmettre la maladie aux autres
1651;Contamination des membres de la famille
1652;Retour éventuel de ce virus après le deconfinement
1653;irresponsabilité du gouvernement , incohérences dans tous les domaines, injonctions contradictoires, un gvt dans une bulle sans connaissances des réalités du terrain, mensonges de tous ordres un exemple : prime 1500 E.  pour les soignants en réa covid ,mais présence continue ,nécessaire pour toucher cette prime,dans ce service or nombreux sont les soignants qui sont  obligés par leur hiérarchie d'aller 1 ou 2 jours dans un autre service .....
1654;"pour mes proches 
 pour moi-même
 pour toutes les personnes qui se retrouvent sans revenus"
1655;J'ai peur que le virus revienne très fort car les gens vont oublier les gestes barrière,vont se regrouper pour faire la fête. Je pense que les enfants de 3 à 10 ans ne devraient pas reprendre l'école maintenant pour des raisons économiques.
1656;"ne pas savoir répondre à tous les problèmes qui se posent désormais un seul exemple :
 ex: peut on après 70 ans reprendre sa femme de ménage ?"
1657;De contracter le covid 19 et de ne plus pouvoir revoir les enfants et petits enfants surtout ceux qui habitent en province...
1658;d' attraper le virus
1659;"Celle  d'attraper le Covid 19 en se rendant à l'hôpital pour une autre raison que celle de la pandémie et de ne pas être prise en charge normalement pour cause du manque de soignants, tous occupés auprès des malades Covid. 
 Ex. j'ai 1 tendinite au talon depuis 3 jours et le médecin du sport qui me connaît travaille dans une clinique, par conséquent je n'irai pas le voir, je me soigne grâce aux infos d'internet"
1660;l'inquiétude de mes enfants si je devais être malade et hospitalisée
1661;Inquiète d'être contaminée par des personnes qui ne portent pas de masques.
1662;Bénévole  dans une association, j'ai une grande inquiétude  a/s des déplacements en transports publics à Paris et en IDF
1663;Le manque de connaissances de ce virus ,,l'incompétence crasse de l'état passée et présente me suscite une angoisse quant à l'avenir proche et lointain surtout de nos enfants
1664;j'estime que cette pandémie fut le révélateur de nombreux disfonctionnements de notre société proposée au nom du modernisme. Un certain recentrage sur l'humain et la vrai vie est le  résultat de ce confinement. La société reviendra t-elle comme avant : destruction de la planète par les profiteurs qui asservissent insidieusement les esprits  et les hommes au nom du modernisme de la mondialisation et du changement de société . la leçon changera t- elle les esprits pour concevoir un monde meilleur pour l'humanité . Si malgré le slogan rien ne sera comme avant les décideurs n'ont pas intégré le message , ce sera pire.
1668;Est ce que nous changerons nos comportements après le dé confinement total ?
1669;Être limité dans mes déplacements
1670;De nombreuses difficultés durant un grand moment
1672;La peur excessive, dans une région peu touchée(Charente Maritime) des gens se'fuient '
1673;Transmission éventuelle à des proches, notamment aux petits-enfants.
1674;Conséquences écologiques, économiques,  sociales, psychologiques et politiques nationales et mondiales.
1675;Contamination donc risque d'avoir le Covid-19 dont les conséquences peuvent être graves à 82 ans
1676;"Nous sommes surinformés et mal informés avec ce matraquage journalistique !!!
 Je trouve  que les médias sont à l'origine de notre mal-être.  On ne sait plus ce que l'on peut faire ou pas et la culpabilité s'installe. 
 Comparons la France  qui traîne tjrs la patte et pleine d'hésitation aux autres pays d'europe qui avancent en se posant moins de questions. Avons nous fabriqué une société  d'assistés. 
 Âgée de 71 ans et en bonne forme physique, je peste dans mon coin."
1677;"Ne pas pouvoir voir nos petits enfants qui vivent à l'étranger
 Possibilité de poursuivre nos missions dans le monde associatif"
1678;"Les longs mois de vigilence  avant la découverte  d'un médicament efficace  et , plus encore, d'un vaccin
 Quelles seront nos possibilités d'échange avec autrui...notre famille  , quelles activités 
 les voyages possibles ....tout cela sans risque  ?"
1679;La gestion de l'avenir pour les population à l'échelon mondial
1682;"Je crains un peu le dé-confinement.
 Comme il n'y a pas assez de masques de disponibles ou en vente, du coup ils ne sont pas obligatoires dans l'espace publique. Ce qui serait pourtant très rassurant dans les magasins, dans la rue où la distanciation physique n'est pas toujours respectée.
 Les asymptomatiques ou les personnes en incubation du virus. C'est beaucoup plus difficile d'être vigilants avec les personnes qui n'ont aucun symptômes.
 Les personnes qui sont dans le déni et qui ne vont pas mettre de masques systématiquement. 
 La crainte d'un grand nombre de personnes en circulation.
 Les mois d'été ne sont pas clairs par rapport au tourisme dans les différentes régions de France et sur l'entrée d'européens."
1683;La chute de l'économie après La pandémie et les dégâts collatéraux sont très inquiétants
1684;L effondrement de l 'économie,qui occasionnerait la perte de travail pour mes enfants,qui ont eux même des enfants
1685;A  77 ans, en bonne santé, la crainte de partir un peu trop rapidement.
1686;"Isolement, manque de rapports avec les autres, ne pas être avec enfants et petits enfants.
 Ne pas pouvoir sortir.
 Au départ, difficultés à d'approvisionner."
1687;"Crainte d'être contaminée par ce que j'achète : salade fruits....
 Habitant une résidence de 24 locataires -> crainte dans les couloirs -> les interrupteurs , le local poubelles, le sous-sol pour le garage (ma voiture est maintenant sur un parking à 100 m), l'ascenseur et ses 'boutons' tactiles."
1689;"principalement économiques 
  impact sur les plus démunis
 éducation"
1690;la santé, l' emploi, la finance
1691;Être limité dans mes déplacements
1692;Être infecté
1693;"Comment va se passer le déconfinement 
 Pourrons-nous voyager facilement (en France train, voiture)
 Problèmes économiques pour les actifs, chômage en particulier"
1694;"Certain déni de la réalité et du respect des gestes de distance sociale
 Manque de discours fort  du gouvernement"
1695;Quelles seront nos libertés après le 11 mai?
1696;Manque de respect entre les personnes ,
1697;"Que les inégalités sociales dont la crise augmente les effets  augmentent après la crise. En effet les entreprises les plus fragiles vont disparaîtrent au profit des entreprises capitalistes dominantes. Pendant que les fleuristes, les libraires, les parfumerie. ..étaient fermé là grande distribution continuait à vendre la plupart des produits.
 Le sgnal donné aux politiques de réduction des émissions carbones est mauvais on aide largement l'aviation, l'automobile, beaucoup moins les entreprises du bâtiment pour mieux loger les gens : construction, isolation..
 On risque de diminuer les transferts sociaux (impots)et le nombre de pauvres va augmenter
 En l'absence de suffise ment de tests et de masques les plus de 65 ans risquent d'être coupés du monde s'ils ne veulent pas prendre trop de risques."
1698;Mes inquiétudes portent sur la santé de ceux qui me sont chers, sur la perte d'emploi ou le risque de perte d'emploi pour bien des personnes de mon entourage, sur les conséquences de cette crise pour les plus démunis, sur les risques économiques et les risques sociaux... et, bien sûr, sur la course folle de notre monde, le futur monde de nos enfants et petits-enfants, vers l'abîme.
1700;C'est normal d'être inquiet, je me protège afin de protégez les autres mais je ne suis pas parano
1701;ne pas être  contaminée, et ne pas contaminer d'autres personnes
1703;ai-je un potentiel immunitaire pour combattre ce virus tout en restant confinée
1704;"Peur d'être contaminée par le covid 19.
 Peur du déconfinement : les  personnes irrespectueuses des gestes barrière , les sorties en groupe , les rassemblements de personnes ...."
1706;"Contagiosité et dangerosité du virus
 Manque de traitement et moyens sanitaires
 Insouciance d'une partie de la population 
 Conséquences économiques"
1708;pour nos enfants...
1709;"Ne pas savoir me comporter Dans l'espace public de façon adéquate : pas assez prudente ou au contraire trop prudente, alors que je n'ai pas mis les pieds dehors depuis le 13 mars. 
 J'habite dans le quartier historique d'une grande ville aux rues étroites autrefois très fréquenté."
1710;Les comportements après le déconfinement, la mise en danger des autres par le non respect des mesures de précaution. En général le temps qui passe et qui nous prive des plaisirs habituels de la vie avec nos proches, qui met de la distance entre nos descendants et nous, à plus forte raison quand s'ajoute la distance géographique. Les compensations de communication au moyen des réseaux sociaux ne sont qu'un palliatif.
1711;Appréhension en allant faire des courses une fois par semaine
1712;Les gens non masqués et qui ne respectent pas les distances requises
1713;être hospitalisée en cas de symptômes respiratoires
1714;Si le confinement des personnes 'âgées' devait se poursuivre, a) discrimination, b) atteinte à la liberté individuelle, c) atteinte à la santé mentale des confinés
1715;Mon inquiétude n'est pas lié directement au coronavirus, mais à mon état de santé. J'ai une maladie invalidante, et ne peux pas sortir comme je le souhaiterai, mon kiné à fermé son cabinet, je suis confinée dans 30m2.  Je suis en train de perdre des forces, je déprime et je suis en colère. Des acitivités facilte auparavant deviennent difficiles. Je voudrais que tout cela s'arrête pour essayer de récuprérer des forces et au moins de ne plus en perdre.
1716;Dans la mesure où je respecte les recommandations données, je ne suis pas trop inquiète. Il me semble que cette inquiétude sera plus importante après le 11 mai, en particulier au niveau des déplacements car j'avais l'habitude de voyager.
1717;pas d'inquiétude mes déffenses immunitaires sont suffisantes
1718;absence de marchés et fils qui a eu le covid Ave complications cardiaques
1719;inquiétude par rapport aux  réactions que mon organisme peut avoir
1720;inquiétude surtout pour l'avenir de mes petits enfants
1721;danger de mort
1722;L'avenir : écologie, économie, vie de nos enfents et petits-enfants.
1723;peur de ce virus. Santé précaire et âge avancé
1724;La propagation du virus
1725;sanitaire et ensuite economique
1726;propagation à ma famille et à mes proches
1727;"1 économiques
 2 santé"
1728;"L'impossibilité de rendre visite à mon conjoint ( en traumatologie et très souffrant) et pour uneongue période. 
 La colère qu'il ait été traité comme un enfant ( expression très atténuée) parce que immobilisé et âgé sans doute. Échange perçu involontairement au téléphone. 
 Le mécontentement qu'il n'ait pas eu la visite régulière d'un médecin.
 La tristesse et l'inquiétude de ne pas voir les plus jeunes petits enfants, jusqu'à quand ?"
1729;La propagation du virus
1730;"craintes pour la santé des proches et des populations en difficulté (immigrés, sdf....)
 Inquiétudes concernant la situation financière perso, de mes enfants et les risques économiques pour tous"
1731;Inquiet de la maladie, de la transmission vers la famille et des proches. Inquiet pour mon pays, sa jeunesse, ses structures, sa culture.
1732;"1 de me voir atteinte, de voir l'un de mes proches ou de mes connaissances atteintes
 2 la situation sociale qui va découler, la situation des plus pauvres qui deviendront encore plus en difficulté"
1733;"ne pas pouvoir se déplacer et rester isolé alors qu'on est confiné depuis deux mois en prenant toutes les précautions possibles. 
 ll faut autoriser les gens raisonnables à se déplacer au moins jusque dans leur résidence secondaire souvent à plusieurs centaines de km . Je suis même prête à observer une quarantaine de 15 jours sur place s'il le fallait alors que je suis certaine  de ne pas avoir été contaminée, et donc certaine de ne pas amener le virus sur place ( en Ardèche). les français et peut être surtout les gens agés sont responsables et ne prendraient pas de risque ni pour eux mêmes ni pour les autres."
1734;Contamination dans les endroits clos où il y a beaucoup de monde : commerces, bus par exemple
1736;"- que la date du déconfinement soit repoussée car le gouvernement craint de n'être pas prêt
 - ce même gouvernement laisse planer une épée de damoclès, la fameuse seconde vague...
 - les gens vont aussitôt s'affranchir des règles à respecter et faire n'importe quoi, on peut déjà s'en rendre compte.."
1737;"je m'inquiète surtout pour les autres, je vis à la campagne, dans une région 'verte', seule, ma vie n'a pas beaucoup changé depuis le confinement
 je m'inquiète aussi pour la suite, la société, la pauvreté, la situation sociale, ...."
1738;"De ne plus pouvoir pratiquer mes activités associatives, culturelles , sportives et autres ...
 D'être obligée de rester confinée un temps certain sans avoir de visibilité d'autant que nous sommes considérées comme personnes à risque !!!"
1740;"contaminer les autre 
 et surtout ma mere agee de 99 ans"
1742;En confinement peu d'inquiétudes car peu de sorties.  Nous serons plus inquiets en déconfinement, mais nous avons hâte malgré tout d'être déconfinés.
1743;Graves conséquences écologiques, économiques, sociales, psychologiques et politiques, nationales et mondiales.
1744;La précipitation à reprendre les mauvaises habitudes qui risque d'abandonner la prudence demandée pour ne pas propager le virus . Précipitation dans les grandes surfaces avec impossibilité d'observer l'éloignement et l'hygiène demandés.
1745;"- l'isolement  et l'apathie qui en résulte
 - le fait qu'une fois le gros du covid passé  la société recommence exactement comme avant , sans envisager de modifier les choix  fondamentaux"
1747;crainte de ne pas réussir à  intégré  les nouvelles habitudes à prendre même en connaissant parfaitement les gestes barrières donc changer de comportement
1748;"principalement économiques
 chômage, récession, inflation..."
1749;Contagion et conséquences sanitaires à titre personnel et conséquences économiques
1750;Angoisse de l'inconnu. Peur des gens non masqués.
1751;"Rester isolée, loin de tous les miens 
 Voir mes activités limitées pour longtemps, définitivement, par une réglementation autoritaire basée sur l'âge 
 Ne pas avoir de réponse en cas de problème de santé grave et urgent, infarctus par exemple
 L'interruption du suivi médical"
1752;avenir de mes petits-enfants
1753;lareprise d'habitudes anciennes trop rapide
1754;Elles sont modérées dans la mesure où on respecte les gestes barrière, qu'on limite les contacts/rencontres avec la famille, les amis
1755;que le non respect des consignes de distanciation étant moins respectées l'épidémie reparte
1757;que moi ou un membre de ma famille soit atteint
1759;fus
1761;la durée de la pandémie qui risque de continuer jusqu'à une campagne importante de vaccination
1762;"pour les enfants et elle pilier de la famille 85 ans
 Son mari vient de mourir et elle ne veut pas leur imposer un nouveau décès"
1763;Etant en bonne santé (aucune pathologie déclarée) je souhaite vivre normalement (précautions d'usages prises) et pouvoir bouger (voyager) au delà des 100 KM autorisés .
