;lemmas;pos
84;['contagion', 'lors', 'déconfinement', 'mal', 'gérer', '-pa', 'masque', 'protection', 'insuffisant', 'tests', 'circulation', 'personne', 'contaminer', 'test', 'nasal', 'fiable', 'puisque', 'virus', 'abandonner', 'fosse', 'nasal', 'migrer', 'poumon', 'déclarer', 'sain', 'tort', 'tsunami', 'économique', 'perspective'];['NOUN', 'ADV', 'NOUN', 'ADV', 'VERB', 'NOUN', 'NOUN', 'NOUN', 'ADJ', 'PRON', 'NOUN', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'ADJ', 'SCONJ', 'NOUN', 'VERB', 'NOUN', 'ADJ', 'VERB', 'NOUN', 'VERB', 'ADJ', 'NOUN', 'NOUN', 'ADJ', 'NOUN']
85;['contagion', 'promixité'];['NOUN', 'ADJ']
86;"['risque', 'recrudescence', 'suite', 'acte', 'irresponsable', 'personne', ""n'"", 'prendre', 'conscience', 'pandémie']";['NOUN', 'NOUN', 'NOUN', 'NOUN', 'ADJ', 'NOUN', 'ADV', 'VERB', 'NOUN', 'NOUN']
87;['savoir', 'combien', 'temps', 'aller', 'écouler', 'virus', 'circulation', 'dire', 'suffisamment', 'personne', 'immuniser', 'ceci', 'perte', 'parmi', 'population'];['VERB', 'ADV', 'NOUN', 'VERB', 'VERB', 'NOUN', 'VERB', 'VERB', 'ADV', 'NOUN', 'ADJ', 'PRON', 'NOUN', 'ADP', 'NOUN']
88;[];[]
89;['non', 'maîtris', 'pandémie', 'traitement', 'curatif', 'difficile', 'trouver', 'cas', 'vih', 'immunité', 'incertain', 'rhume', 'coronaro', 'effondrement', 'social', 'risque', 'totalitarism', 'manipulation', 'peuple'];['ADV', 'ADJ', 'NOUN', 'NOUN', 'ADJ', 'ADJ', 'VERB', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'NOUN', 'VERB', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'ADJ', 'NOUN']
90;['voir', 'activité', 'bloquer', 'après', '11', 'mai', 'crainte', 'priorité', 'donnée', 'risque', 'coronavirus', 'détriment', 'activité', 'utile', 'vie', 'santé', 'domaine'];['VERB', 'NOUN', 'VERB', 'ADP', 'NUM', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'NOUN']
91;['durée', 'vraisemblablement', 'long', 'résolution', 'crise'];['NOUN', 'ADV', 'ADJ', 'NOUN', 'NOUN']
92;['aide', 'éventuel', 'domicile'];['NOUN', 'ADJ', 'NOUN']
93;['deconfinement', 'manière', 'dont', 'chacun', 'respecter', 'consigne'];['NOUN', 'NOUN', 'PRON', 'PRON', 'VERB', 'NOUN']
94;['sortie', 'confinement', 'durer', 'pandémie'];['NOUN', 'NOUN', 'VERB', 'NOUN']
95;"['attraper', 'virus', 'développer', ""d'"", 'anticorps']";['VERB', 'NOUN', 'VERB', 'DET', 'NOUN']
96;['inquiétude', 'sens', 'collectif', 'vie', 'social', 'mois', 'prochain', 'compte', 'tenir', 'présence', 'virus', 'possible', 'recrudescence', 'inquiétud', 'innombrable', 'conséquence', 'économique', 'pandémie', 'incertitude', 'concerner', 'modalité', 'repris', 'plan', 'écologique'];['NOUN', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'NOUN', 'VERB', 'NOUN', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'ADJ', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'VERB', 'NOUN', 'ADJ', 'NOUN', 'ADJ']
97;['préoccupation', 'temp', 'prendre', 'disposition', 'financier', 'imposer', 'succession', 'prolongation', 'confinement', 'discussion', 'aménagement', 'possible', 'pouvoir', 'retourner', 'pari', 'ex', 'établir', 'déclaration', 'impôt', 'aide'];['NOUN', 'ADJ', 'VERB', 'NOUN', 'ADJ', 'VERB', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'ADJ', 'VERB', 'VERB', 'PROPN', 'ADV', 'VERB', 'NOUN', 'NOUN', 'NOUN']
98;['mentalité', 'actuel', 'possible', 'effort', 'donner', 'sens', 'essentiel', 'respect', 'nature'];['NOUN', 'ADJ', 'ADJ', 'NOUN', 'VERB', 'NOUN', 'ADJ', 'NOUN', 'NOUN']
99;['attraper', 'covid'];['VERB', 'NOUN']
100;['confinement', 'personne', 'âgé', 'population', 'invisible', 'vieux', 'migrant', 'foyer', 'nouveau', 'migrant', 'détenir', 'sdf', 'bénéficiaire', 'chr', 'personnellement', 'cessation', 'visite', 'personne', 'âgé', 'isolé', 'accompagne', 'distanciation', 'géographique', 'petits-enfant', 'aide', 'impossible', 'seconder', 'enfant', 'terme', 'contamination', 'potentiel', 'statut', 'grand', 'parent'];['NOUN', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'ADJ', 'NOUN', 'ADJ', 'ADJ', 'NOUN', 'VERB', 'NOUN', 'ADJ', 'ADJ', 'ADV', 'ADJ', 'NOUN', 'NOUN', 'ADJ', 'ADJ', 'VERB', 'NOUN', 'ADJ', 'ADJ', 'VERB', 'ADJ', 'VERB', 'NOUN', 'NOUN', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'NOUN']
101;"['pouvoir', 'année', 'rejoindre', 'résidence', 'secondaire', ""m'.y"", 'confiner', 'plus', 'agréablement']";['VERB', 'NOUN', 'VERB', 'NOUN', 'ADJ', 'NOUN', 'VERB', 'ADV', 'ADV']
102;['finir', 'vie', 'seul', 'box', '85', 'an'];['VERB', 'NOUN', 'ADJ', 'NOUN', 'NUM', 'NOUN']
103;['mentalité', 'actuel', 'possible', 'suite', 'leurre', 'devenir', 'vital', 'retrouver', 'sens', 'respect', 'environnement'];['NOUN', 'ADJ', 'ADJ', 'NOUN', 'VERB', 'VERB', 'ADJ', 'VERB', 'NOUN', 'ADJ', 'NOUN']
104;['problème', 'cardiaque', 'bien', 'celui', 'bien', 'prendre', 'charge', 'personne', 'risque', 'intubation', 'coma', 'artificiel', 'doute', 'fatal'];['NOUN', 'ADJ', 'ADV', 'PRON', 'ADV', 'VERB', 'NOUN', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'ADJ', 'NOUN', 'ADJ']
105;['inquiet', 'plus', 'personne', 'seul', 'famille', 'mal', 'loger', 'travailleur', 'risque', 'permanent'];['ADJ', 'ADV', 'NOUN', 'ADJ', 'NOUN', 'ADV', 'VERB', 'NOUN', 'VERB', 'ADJ']
106;['tfutu'];['PROPN']
107;['93', 'an', 'perdre', 'épouse', 'trois', 'an', 'après', '65', 'an', 'vie', 'commun', 'savoir', 'rejoindre', 'attendre', 'inquiétude', 'suite', 'événement'];['NUM', 'NOUN', 'VERB', 'NOUN', 'NUM', 'NOUN', 'ADP', 'NUM', 'NOUN', 'NOUN', 'ADJ', 'VERB', 'VERB', 'VERB', 'NOUN', 'NOUN', 'NOUN']
108;['fille', '50ans', 'petit', 'fils', '20', 'tomber', 'malade', 'beaucoup', 'inquiéter', 'angoisse', 'tomber', 'j+10', 'maladie', 'inquiet', 'plus', 'avenir', 'particulier'];['NOUN', 'ADP', 'ADJ', 'NOUN', 'NUM', 'VERB', 'NOUN', 'ADV', 'ADJ', 'NOUN', 'VERB', 'NOUN', 'NOUN', 'ADJ', 'ADV', 'NOUN', 'ADJ']
109;['combien', 'temps', 'reprendre', 'vie', 'normal', '-ce', 'possible'];['ADV', 'NOUN', 'VERB', 'NOUN', 'ADJ', 'PRON', 'ADJ']
110;['surtout', 'personne', 'seul', 'famille', 'mal', 'loger', 'migrant'];['ADV', 'NOUN', 'ADJ', 'NOUN', 'ADV', 'VERB', 'NOUN']
111;['contagion', 'bien', '96', 'an', 'risque', 'forme', 'inquiétud', 'propos', 'proche', 'souci', 'plus', 'inquiétude', 'devenir', 'jardin', 'pouvoir', 'plus', 'aller'];['NOUN', 'ADV', 'NUM', 'NOUN', 'VERB', 'NOUN', 'ADJ', 'PRON', 'ADJ', 'NOUN', 'ADV', 'NOUN', 'VERB', 'NOUN', 'VERB', 'ADV', 'VERB']
112;['interminable'];['ADJ']
113;['aucun', 'sentiment', 'savoir', 'aller', 'passer', 'prépare', 'catastrophe'];['DET', 'NOUN', 'VERB', 'VERB', 'VERB', 'VERB', 'NOUN']
114;['découverte', 'vaccin', 'spécifique', 'hiver', 'prochain'];['NOUN', 'NOUN', 'ADJ', 'NOUN', 'ADJ']
115;['contaminée'];['NOUN']
116;['inquiéter', 'abord', 'proche', 'crain', 'suscite', 'plus', 'réflexion', 'société'];['VERB', 'ADV', 'ADJ', 'NOUN', 'VERB', 'ADV', 'NOUN', 'PROPN']
117;['plus', 'pouvoir', 'soigner', 'hôpital', 'cas', 'grave'];['ADV', 'VERB', 'ADJ', 'NOUN', 'NOUN', 'ADJ']
118;['vraiment', 'inquiétude', 'maladie', 'probablement', 'mortel', 'cancer', 'maladie', 'cardio', 'vasculaire'];['ADV', 'NOUN', 'VERB', 'ADV', 'ADJ', 'ADJ', 'NOUN', 'ADJ', 'ADJ']
119;['reprise', 'épidémie', 'après', 'déconfinement'];['NOUN', 'NOUN', 'ADP', 'ADV']
120;['contamination', 'gravité', 'vieux', 'fragile', 'absence', 'traitement'];['NOUN', 'ADJ', 'ADJ', 'ADJ', 'NOUN', 'NOUN']
121;['développement', 'maladie', 'devoir', 'covid-19'];['NOUN', 'NOUN', 'ADJ', 'NOUN']
122;['vie', 'économique', 'principalement', 'jeune', 'ponction', 'fiscal', 'retraité', 'vieux', 'demander', 'possibilité', 'faire', 'donation', 'défiscalisèe', 'enfant', 'petit', 'enfant'];['NOUN', 'ADJ', 'ADV', 'ADJ', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'VERB', 'NOUN', 'VERB', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'NOUN']
123;['inquiétude', 'venir', 'maîtris', 'épidémie', 'puisque', 'dispose', 'aucun', 'traitement', 'valider', 'instant', 'vaccin'];['NOUN', 'VERB', 'ADJ', 'NOUN', 'SCONJ', 'VERB', 'DET', 'NOUN', 'VERB', 'NOUN', 'NOUN']
124;['devoir', 'hospitalisé', 'contexte', 'hospitalier', 'surcharger'];['VERB', 'NOUN', 'NOUN', 'ADJ', 'ADJ']
125;['perdre', 'membre', 'famill', 'cause', 'covid', '19'];['VERB', 'NOUN', 'ADJ', 'NOUN', 'NOUN', 'NUM']
126;['voir', 'personne', 'risque', 'pouvoir', 'protéger', 'durant', 'plusieurs', 'mois', 'voire', 'année', 'vie', 'aller', 'reprendre', 'près', 'normalement'];['VERB', 'NOUN', 'VERB', 'VERB', 'VERB', 'ADP', 'DET', 'NOUN', 'CCONJ', 'NOUN', 'NOUN', 'VERB', 'VERB', 'ADV', 'ADV']
127;"['angoisse', 'non', 'maîtris', 'situation', 'gouvernant', 'politique', ""n'"", 'habiter', 'département', 'enfant']";['NOUN', 'ADV', 'ADJ', 'NOUN', 'ADJ', 'ADJ', 'ADV', 'VERB', 'ADV', 'NOUN']
128;"['incertitude', 'demeurer', 'personne', 'connaître', 'évolution', 'ouverture', 'déconfinement', 'solution', 'regrettable', 'maîtrise', ""n'"", 'existe', 'mois', 'confinement', 'mettre', 'lumière', 'audace', 'nécessaire', 'avancer', 'savoir']";['NOUN', 'VERB', 'NOUN', 'VERB', 'NOUN', 'NOUN', 'PUNCT', 'NOUN', 'ADJ', 'NOUN', 'ADV', 'VERB', 'NOUN', 'NOUN', 'VERB', 'NOUN', 'NOUN', 'ADJ', 'VERB', 'VERB']
129;"['selon', 'deux', 'catégorie', 'inquiétude', '1', 'mort', 'covid', 'angoisse', 'éternel', 'homme', 'plus', 'fort', 'raison', 'vieux', 'poindre', 'mettre', '2èm', 'position', '2', 'condition', 'vie', 'survivant', 'jour', 'après', 'crain', 'idéologie', 'consumériste', 'société', ""n'"", 'disparaître', 'contraire', 'enrichie', 'frustration', 'accumuler', 'risque', 'entraîner', 'désir', 'orgie', 'rattrapage', 'situation', 'déjà', 'critique', 'plan', 'environnement', 'exemple']";['ADP', 'NUM', 'NOUN', 'NOUN', 'NUM', 'NOUN', 'NOUN', 'NOUN', 'ADJ', 'NOUN', 'ADV', 'ADJ', 'NOUN', 'ADJ', 'VERB', 'VERB', 'ADJ', 'NOUN', 'NUM', 'NOUN', 'NOUN', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'ADJ', 'NOUN', 'ADV', 'VERB', 'ADJ', 'ADV', 'NOUN', 'VERB', 'NOUN', 'VERB', 'NOUN', 'NOUN', 'VERB', 'NOUN', 'ADV', 'ADJ', 'ADJ', 'NOUN', 'NOUN']
130;['gravement', 'malade', 'mari', 'enfant'];['ADV', 'ADJ', 'NOUN', 'ADJ']
131;['conscient', 'danger', 'virus', 'contagieux', 'gérer', 'faire', 'attention', 'sortir', 'sortir', 'masquer', 'ganter', 'laisse', 'course', 'balcon', 'pendant', 'plusieurs', 'heure'];['ADJ', 'NOUN', 'NOUN', 'ADJ', 'VERB', 'AUX', 'NOUN', 'VERB', 'VERB', 'X', 'VERB', 'VERB', 'NOUN', 'NOUN', 'ADP', 'DET', 'NOUN']
132;['absence', 'référence', 'absence', 'connaissance', 'inquiétude', 'social', 'interrogation', 'personnel', 'lier', 'perte', 'habitude'];['NOUN', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'VERB', 'NOUN', 'ADJ']
133;['attraper', 'virus'];['VERB', 'NOUN']
134;['malade', 'devoir', 'hospitaliser', 'soigner', 'age'];['ADJ', 'VERB', 'VERB', 'ADJ', 'ADJ']
135;['porter', 'retombée', 'économique', 'toucher', 'nombreux', 'personne', 'artiste', 'genres', 'artisan', 'commerçant', 'profession', 'indépendant', 'libéral', 'entreprise', 'divers', 'producteur', 'agricolesont', 'etc', 'pays.et', 'pauvreté', 'faim', 'affliger', 'mond'];['VERB', 'NOUN', 'ADJ', 'VERB', 'ADJ', 'NOUN', 'ADJ', 'ADV', 'ADJ', 'NOUN', 'NOUN', 'ADJ', 'ADJ', 'NOUN', 'ADJ', 'NOUN', 'VERB', 'ADP', 'NUM', 'NOUN', 'NOUN', 'VERB', 'ADJ']
136;['non-connaissance', 'virus', 'façon', 'combattre'];['NOUN', 'NOUN', 'VERB', 'VERB']
137;['aspect', 'indéterminé', 'chose'];['NOUN', 'ADV', 'NOUN']
138;['enfant', 'confinement', 'petit', 'enfant', 'vivre'];['NOUN', 'NOUN', 'ADJ', 'NOUN', 'VERB']
139;['retour', 'virus', 'après', 'confinement'];['NOUN', 'NOUN', 'ADP', 'NOUN']
140;['personne', 'proche', 'gravement', 'atteinte'];['NOUN', 'ADJ', 'ADV', 'NOUN']
141;['etre', 'contaminer', 'risquer', 'contaminer', 'distance', 'physique', 'enfant', 'petit', 'enfant', 'durer', 'longtemps-', 'finir', 'créer', 'distance', 'plan', 'base', 'société', 'aller', '-t', 'remettre', 'marche', 'risque', 'aggravation', 'inégalité', 'risque', 'précarisation', 'accélérer', 'beaucoup', 'monde', 'inquiétud', 'vie', 'professionnel', 'enfant', 'petit', 'enfant'];['AUX', 'VERB', 'VERB', 'NOUN', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'NOUN', 'VERB', 'AUX', 'VERB', 'VERB', 'NOUN', 'NOUN', 'NOUN', 'PROPN', 'VERB', 'PART', 'VERB', 'NOUN', 'VERB', 'NOUN', 'ADJ', 'VERB', 'NOUN', 'VERB', 'ADV', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'ADJ', 'ADJ', 'NOUN']
142;['longueur', 'pandémie'];['NOUN', 'NOUN']
143;"['paralysie', 'activité', ""qu'"", 'entraîne', 'confinement', 'durée', 'indéterminé', 'ignorance', 'comportement', 'viru', 'mobilisation', 'exclusif', 'entraîne', 'versant', ""inquiétudes.l'"", 'versant', 'celui', 'résistance', 'personne', 'rester', 'enfant', 'après']";['NOUN', 'NOUN', 'PRON', 'VERB', 'NOUN', 'NOUN', 'ADJ', 'NOUN', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'VERB', 'NOUN', 'ADJ', 'NOUN', 'PRON', 'NOUN', 'NOUN', 'VERB', 'NOUN', 'ADP']
144;['manque', 'liberté', 'peur', 'maladie', 'mort'];['NOUN', 'NOUN', 'NOUN', 'NOUN', 'ADJ']
145;['fin', 'confinement', 'aller', 'réactiver', 'pandémie', 'matériel', 'nécessaire', 'protèger', 'meme', '74', 'an', 'hate', 'retrouver', 'vie', 'social', 'certain', 'liberté', 'respecter', 'mesure', 'sécurité'];['NOUN', 'NOUN', 'VERB', 'VERB', 'NOUN', 'NOUN', 'ADJ', 'VERB', 'PRON', 'NUM', 'NOUN', 'VERB', 'VERB', 'NOUN', 'ADJ', 'ADJ', 'NOUN', 'VERB', 'NOUN', 'NOUN']
146;['porteur', 'savoir', 'contaminer'];['NOUN', 'VERB', 'NOUN']
147;['contaminé', 'confinement', 'long', 'colère', 'envers', 'personne', 'repecter', 'mesure', 'distanciation'];['NOUN', 'ADJ', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'VERB', 'NOUN', 'NOUN']
148;['compliquer', 'vie', 'enfant', 'attrape', '.....'];['VERB', 'NOUN', 'NOUN', 'PROPN', 'PUNCT']
149;['lr', 'confinement', 'résoudre', 'rien', 'permettre', 'hôpital', 'recevoir', 'gros', 'choc', 'frontal', 'falloir', 'atteindre', '50', 'contaminé', 'épidémie', 'arrête', 'faute', 'médicament', 'vaccin', 'adapter', 'antinomique', 'confinement', 'inquiétude', 'contradiction', 'insoluble'];['DET', 'NOUN', 'VERB', 'PRON', 'VERB', 'NOUN', 'VERB', 'ADJ', 'NOUN', 'ADJ', 'VERB', 'VERB', 'NUM', 'NOUN', 'NOUN', 'VERB', 'NOUN', 'NOUN', 'ADJ', 'VERB', 'ADJ', 'NOUN', 'NOUN', 'NOUN', 'ADJ']
150;['compliquer', 'vie', 'enfant', 'cas', 'contaminer'];['VERB', 'NOUN', 'NOUN', 'NOUN', 'ADJ']
151;['celui', 'mond', 'après', 'ressemble', 'monde'];['PRON', 'ADJ', 'ADP', 'NOUN', 'NOUN']
152;['personne', 'fragile', 'ressource', 'malade', 'handicapé', 'mise', 'difficulté', 'fille', 'médecin', 'épuise', 'hôpital', 'rien', 'changer', 'après', 'argent', 'puissance', 'industriel', 'polluante', 'puissant', 'petit', 'enfant', 'vivre', 'monde', 'vouloir', 'penser', 'sainement', 'planète', 'continue', 'dégrader', '......'];['NOUN', 'ADJ', 'NOUN', 'ADJ', 'ADJ', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'VERB', 'NOUN', 'PRON', 'VERB', 'ADP', 'NOUN', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'ADJ', 'NOUN', 'VERB', 'NOUN', 'VERB', 'VERB', 'ADV', 'PRON', 'VERB', 'VERB', 'PUNCT']
153;['vivre', 'coronavirus', 'bien', 'delà', 'confinement', 'cacher', 'présent', 'toujours', 'prêt', 'répandre', 'net', 'insuffisance', 'protection', 'masque', 'gant', 'solution', 'hydroalcoolique', 'etc'];['VERB', 'NOUN', 'ADV', 'ADV', 'NOUN', 'VERB', 'ADJ', 'ADV', 'ADJ', 'VERB', 'ADJ', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'ADJ', 'ADP']
154;['hospitalisation', 'séparation', 'proche', 'mort'];['NOUN', 'NOUN', 'ADJ', 'NOUN']
155;['âgé', 'long', 'période', 'effritement', 'vie', 'social', 'risque', 'enfermer', 'engourdissement', 'vital', 'plonger', 'petit', 'petit', 'renoncement', 'grand', 'vieillesse', 'plan', 'plus', 'citoyen', 'contradiction', 'majeur', 'frapper', 'société', 'entre', 'exigence', 'sanitaire', 'celle', 'grave', 'crise', 'économique', 'social', 'risque', 'éclater'];['ADJ', 'ADJ', 'NOUN', 'NOUN', 'NOUN', 'ADJ', 'VERB', 'VERB', 'ADV', 'ADJ', 'VERB', 'ADJ', 'ADJ', 'NOUN', 'ADJ', 'NOUN', 'NOUN', 'ADV', 'NOUN', 'ADJ', 'ADJ', 'VERB', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'ADJ', 'ADJ', 'NOUN', 'ADJ', 'ADJ', 'VERB', 'VERB']
156;['contamination', 'ami', 'âgé', 'pouvoir', 'entraîner', 'mort', 'dégradation', 'santé', 'particulier', 'cerveau', 'condition', 'vie', 'dur', 'famille', 'entasser', 'petit', 'appartement', 'difficulté', 'continuité', 'scolariter', 'puis', 'conséquence', 'économique', 'grave', 'découler'];['NOUN', 'NOUN', 'ADJ', 'VERB', 'VERB', 'NOUN', 'NOUN', 'ADJ', 'ADJ', 'NOUN', 'NOUN', 'NOUN', 'ADJ', 'NOUN', 'VERB', 'ADJ', 'NOUN', 'ADJ', 'ADJ', 'VERB', 'CCONJ', 'NOUN', 'ADJ', 'ADJ', 'VERB']
157;['peur', 'malade', 'plus', 'pouvoir', 'contact', 'petite-fill', 'assez', 'long', 'temps', 'inquiétude', 'plus', 'général', 'conséquence', 'pandémie', 'mond', 'particulièrement', 'plus', 'vulnérable', 'pauvre', 'difficulté', 'imaginer', 'sortie', 'confinement', 'nouveau', 'contradictoire', 'fournir', 'média'];['NOUN', 'ADJ', 'ADV', 'VERB', 'NOUN', 'ADJ', 'ADV', 'ADJ', 'NOUN', 'NOUN', 'ADV', 'ADJ', 'NOUN', 'NOUN', 'ADJ', 'ADV', 'ADV', 'ADJ', 'ADJ', 'NOUN', 'VERB', 'NOUN', 'NOUN', 'ADJ', 'NOUN', 'VERB', 'ADJ']
158;['obliger', 'passer', 'reanimation'];['VERB', 'VERB', 'NOUN']
159;['conséquence', 'économique'];['NOUN', 'ADJ']
160;"['sanitaire', 'respect+disciplin', 'confinement', 'proces', 'déconfinement', 'respect+disciplin', 'systématique', 'geste', 'barrière', 'pénurie', 'masque', 'test', 'sérologique', 'économique', 'social', 'condition', 'reprendre', 'activité', 'chômage', 'politique', 'cohérence', 'entre', 'annonce', 'application', 'mesure', 'inconnu', 'media', 'réseal', 'social', 'monopole', 'absolu', 'covid19', 'or', ""d'"", 'information', 'information', 'taire', 'information', 'recul', 'nécessaire', 'liberter', 'chacun']";['ADJ', 'ADJ', 'NOUN', 'ADJ', 'ADV', 'ADJ', 'ADJ', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'ADJ', 'ADJ', 'ADJ', 'NOUN', 'VERB', 'NOUN', 'NOUN', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'ADJ', 'NOUN', 'ADJ', 'VERB', 'CCONJ', 'DET', 'NOUN', 'NOUN', 'VERB', 'NOUN', 'ADJ', 'ADJ', 'VERB', 'PRON']
161;"['aller', 'devoir', 'continuer', 'prudent', 'puisque', 'virus', 'aller', 'circuler', 'longtemps', 'pouvoir', '«', 'tranquille', '»', 'lorsque', 'trouver', 'vaccin', 'autant', 'plus', 'il.y', 'certain', 'inconscience', 'indisciplin', 'part', 'plus', 'jeune', 'penser', ""n'"", 'faible', 'symptôme', 'donner', 'âge']";['VERB', 'VERB', 'VERB', 'ADJ', 'SCONJ', 'NOUN', 'VERB', 'VERB', 'ADV', 'VERB', 'PUNCT', 'ADJ', 'PUNCT', 'SCONJ', 'VERB', 'NOUN', 'ADV', 'ADV', 'PROPN', 'ADJ', 'NOUN', 'ADJ', 'NOUN', 'ADV', 'ADJ', 'VERB', 'ADV', 'ADJ', 'NOUN', 'VERB', 'NOUN']
162;['avenir', 'professionnel', 'petit', 'enfant', 'tristesse', 'aimer', 'fete', 'manifestation', 'groupe', 'longtemps', 'crainte', 'rassemblement', 'familial', 'amical', 'pauvreté', 'accru', 'crainte', 'mourir', 'moment', 'famille', 'deplacer', 'enterrement', 'reduit'];['NOUN', 'ADJ', 'ADJ', 'NOUN', 'NOUN', 'VERB', 'ADJ', 'NOUN', 'NOUN', 'ADV', 'NOUN', 'NOUN', 'ADJ', 'ADJ', 'NOUN', 'ADJ', 'NOUN', 'VERB', 'NOUN', 'NOUN', 'VERB', 'NOUN', 'ADJ']
163;['forme', 'grave', 'contamination', 'covid', '19', 'entraîner', 'hospitalisation', 'voire', 'réanimation'];['NOUN', 'ADJ', 'NOUN', 'VERB', 'NUM', 'VERB', 'NOUN', 'CCONJ', 'NOUN']
164;['contracter', 'virus', 'risque', 'hospitalisation', 'réanimation'];['VERB', 'NOUN', 'ADJ', 'NOUN', 'NOUN']
165;['devoir', 'rester', 'confiner', 'longtemps'];['VERB', 'VERB', 'VERB', 'ADV']
166;"['danger', ""qu'"", 'attraper', 'partout', 'ennemi', 'invisible']";['NOUN', 'PRON', 'VERB', 'ADV', 'NOUN', 'ADJ']
167;['retour', 'force', 'décision', 'axer', 'profit', 'détriment', 'réflexion', 'participation', 'prise', 'compte', 'peuple'];['NOUN', 'NOUN', 'NOUN', 'ADJ', 'NOUN', 'ADV', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'NOUN']
168;['peur', 'virus', 'méfiance', 'égard', 'nouveau', 'vague'];['NOUN', 'NOUN', 'NOUN', 'NOUN', 'ADJ', 'NOUN']
169;['incertitude', 'exposition', 'virus', 'incertitud', 'etre', 'infecter', 'savoir', 'inquietude', 'avenir', 'social', 'economiqu', 'population', 'jeune', 'actif'];['NOUN', 'NOUN', 'NOUN', 'ADJ', 'AUX', 'VERB', 'VERB', 'NOUN', 'NOUN', 'ADJ', 'ADJ', 'NOUN', 'ADJ', 'ADJ']
170;"['nouveau', 'maladie', ""qu'"", 'aller', 'falloir', 'prendre', 'compte', 'vie', 'faire']";['ADJ', 'NOUN', 'PRON', 'VERB', 'VERB', 'VERB', 'NOUN', 'NOUN', 'VERB']
171;['distorsion', 'lien', 'social', 'après', 'confinement'];['NOUN', 'ADJ', 'ADJ', 'ADP', 'NOUN']
172;"[""qu'"", 'maîtrise', 'rien', 'rien', 'savoir', 'pouvoir', 'gérer', 'vie', 'avenir']";['PRON', 'VERB', 'PRON', 'PRON', 'AUX', 'VERB', 'VERB', 'NOUN', 'NOUN']
173;['monde', 'comprendre', 'enjeu', 'mesure', 'prendre', 'crainte', 'surtout', 'génération', 'enfant', '50', 'an', 'appeler', 'disparaître', 'façon', 'délai', 'plus', 'restreindre'];['NOUN', 'VERB', 'NOUN', 'NOUN', 'VERB', 'NOUN', 'ADV', 'NOUN', 'ADJ', 'NUM', 'NOUN', 'VERB', 'VERB', 'NOUN', 'NOUN', 'ADV', 'ADJ']
174;['avalanche', 'information', 'anxiogène', 'situation', 'hôpital', 'donne', 'envie', 'hospitaliser', 'surtout', 'peur', 'classer', 'non', 'ranimable'];['NOUN', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'VERB', 'NOUN', 'VERB', 'ADV', 'NOUN', 'VERB', 'ADV', 'ADJ']
175;['propagation', 'virus', 'risque', 'manqu', 'soin', 'manqu', 'médecin', 'mise', 'danger', 'humain'];['NOUN', 'NOUN', 'VERB', 'ADJ', 'NOUN', 'ADJ', 'NOUN', 'NOUN', 'ADJ', 'ADJ']
176;['reprise', 'économique', 'évolution', 'maladie', 'mois', 'venir'];['NOUN', 'ADJ', 'NOUN', 'NOUN', 'NOUN', 'VERB']
177;['personne', 'déplacer', 'masque'];['NOUN', 'VERB', 'NOUN']
178;['famille', 'toucher', 'fille', 'infirmier', 'premier', 'ligne'];['NOUN', 'ADJ', 'NOUN', 'NOUN', 'ADJ', 'NOUN']
